Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,JPYExposure,AUDExposure,FilterFeature,FilterPercentile,FilterThreshold,RejectReason
18_EA_2_MonWed_Short,EA,Short,2015-02-02 09:59:00,2015-02-03 05:26:00,1.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1492.7999999999995,1562.6,69.80000000000018,124.6,73.6,73.6,64.321,2015-02-02,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-02 10:01:00,2015-02-02 16:00:00,24.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1496.6,1545.9,49.30000000000018,124.6,73.6,73.6,59.386,2015-02-02,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2015-02-02 18:02:00,2015-02-02 23:02:00,-26.4,TimeExit,18,2,130,250,0.01,2.0,0.02,1536.1999999999998,1562.6,26.40000000000009,103.1,126.5,126.5,35.971,2015-02-02,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-02-02 20:56:00,2015-02-03 03:56:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1491.1999999999998,1562.6,71.40000000000009,77.1,132.4,132.4,31.164,2015-02-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-02-02 21:02:00,2015-02-03 10:00:00,-5.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,1461.5999999999997,1562.6,101.00000000000024,144.7,232.0,232.0,53.121,2015-02-02,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-02-02 21:56:00,2015-02-03 05:27:00,2.6,TimeExit,21,56,75,70,0.01,1.0,0.01,1495.3999999999996,1562.6,67.20000000000027,77.1,132.4,132.4,31.043,2015-02-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-02-03 00:00:00,2015-02-03 08:55:00,-28.5,TimeExit,0,0,130,90,0.01,2.0,0.02,1466.8999999999996,1562.6,95.70000000000029,129.4,129.4,,40.214,2015-02-03,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-02-03 09:55:00,2015-02-03 22:20:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,1371.5999999999997,1562.6,191.00000000000023,129.4,161.3,92.7,36.536,2015-02-03,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
14_UJ_Sat_3rd,UJ,Short,2015-02-03 20:01:00,2015-02-04 03:08:00,19.7,TimeExit,20,1,45,70,0.01,0.5,0.005,1391.2999999999995,1562.6,171.30000000000018,94.3,83.0,83.0,21.907,2015-02-03,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-02-04 00:00:00,2015-02-04 08:55:00,69.4,TimeExit,0,0,130,90,0.01,2.0,0.02,1460.6999999999998,1562.6,101.90000000000008,233.7,233.7,,45.743,2015-02-04,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2015-02-04 09:59:00,2015-02-04 20:58:00,55.5,TimeExit,9,59,70,175,0.0001,1.5,0.00015,1516.1999999999998,1562.6,46.40000000000009,393.5,407.3,247.8,56.707,2015-02-04,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-04 09:59:00,2015-02-05 05:26:00,44.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1515.9999999999998,1562.6,46.600000000000136,393.5,407.3,247.8,56.707,2015-02-04,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-02-04 20:56:00,2015-02-04 23:50:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1471.1999999999998,1562.6,91.40000000000008,234.8,231.2,115.4,30.6,2015-02-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-02-04 20:56:00,2015-02-05 08:32:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,1384.6999999999998,1562.6,177.9000000000001,393.5,300.9,300.9,48.129,2015-02-04,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-02-04 21:56:00,2015-02-05 05:27:00,-41.3,TimeExit,21,56,75,70,0.01,1.0,0.01,1474.6999999999998,1562.6,87.90000000000009,234.8,231.2,115.4,31.6,2015-02-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2015-02-05 17:14:00,2015-02-05 18:48:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,1354.6999999999998,1562.6,207.9000000000001,203.5,134.7,85.8,29.55,2015-02-05,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-02-05 20:56:00,2015-02-06 10:00:00,7.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1361.6999999999998,1562.6,200.9000000000001,300.9,197.2,197.2,44.071,2015-02-05,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-02-09 08:01:00,2015-02-09 22:46:00,8.9,TimeExit,8,1,70,110,0.01,1.5,0.015,1373.8,1562.6,188.79999999999995,49.0,16.3,16.3,33.043,2015-02-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-09 09:59:00,2015-02-10 05:26:00,86.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1547.0,1562.6,15.599999999999907,78.2,50.1,50.1,45.093,2015-02-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-09 10:00:00,2015-02-09 15:50:00,5.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1367.2999999999995,1562.6,195.30000000000013,53.8,27.9,27.9,28.243,2015-02-09,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-02-09 10:00:00,2015-02-09 15:50:00,-0.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1367.1999999999998,1562.6,195.4000000000001,78.2,50.1,50.1,45.443,2015-02-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-02-09 10:00:00,2015-02-09 16:10:00,-5.2,TimeExit,10,0,75,70,0.0001,2.0,0.0002,1364.9,1562.6,197.70000000000005,77.3,65.9,65.9,59.564,2015-02-09,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-09 10:01:00,2015-02-09 16:00:00,2.9,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1370.1,1562.6,192.5,78.2,50.1,50.1,45.443,2015-02-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2015-02-09 18:02:00,2015-02-09 23:02:00,-26.5,TimeExit,18,2,130,250,0.01,2.0,0.02,1347.3,1562.6,215.29999999999995,81.3,85.1,85.1,31.714,2015-02-09,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-02-09 20:56:00,2015-02-10 04:45:00,43.0,TimeExit,20,56,45,70,0.01,1.0,0.01,1460.3,1562.6,102.29999999999995,65.0,109.8,109.8,23.243,2015-02-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-02-09 21:02:00,2015-02-10 10:00:00,20.0,TimeExit,21,2,220,100,0.0001,2.0,0.0002,1505.2,1562.6,57.39999999999986,77.3,199.6,199.6,40.7,2015-02-09,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-02-09 21:56:00,2015-02-09 23:40:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,1417.3,1562.6,145.29999999999995,65.0,126.8,126.8,23.657,2015-02-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-10 09:59:00,2015-02-11 05:26:00,-45.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1514.4000000000003,1649.5000000000002,135.0999999999999,187.0,187.0,70.7,32.386,2015-02-10,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-02-10 10:00:00,2015-02-10 15:50:00,30.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1605.6,1605.6,0.0,187.0,187.0,70.7,30.057,2015-02-10,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-10 10:01:00,2015-02-10 16:00:00,32.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1649.5000000000002,1649.5000000000002,0.0,187.0,187.0,70.7,30.057,2015-02-10,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-02-11 00:00:00,2015-02-11 08:55:00,27.7,TimeExit,0,0,130,90,0.01,2.0,0.02,1542.1000000000004,1649.5000000000002,107.39999999999986,193.3,193.3,,33.879,2015-02-11,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2015-02-11 09:59:00,2015-02-11 19:43:00,-70.0,SL,9,59,70,175,0.0001,1.5,0.00015,1464.1000000000004,1649.5000000000002,185.39999999999984,126.3,135.0,58.7,31.393,2015-02-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-11 09:59:00,2015-02-11 20:41:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,1374.1000000000004,1649.5000000000002,275.39999999999986,126.3,135.0,58.7,31.393,2015-02-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-02-11 10:00:00,2015-02-11 16:10:00,-4.4,TimeExit,10,0,75,70,0.0001,2.0,0.0002,1534.1000000000004,1649.5000000000002,115.39999999999986,214.4,226.7,65.6,37.343,2015-02-11,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-11 10:00:00,2015-02-11 15:50:00,-3.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1538.5000000000005,1649.5000000000002,110.99999999999976,85.4,94.0,44.6,16.421,2015-02-11,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-02-11 10:00:00,2015-02-11 15:50:00,-0.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1542.0000000000005,1649.5000000000002,107.49999999999976,126.3,135.0,58.7,30.779,2015-02-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-02-12 09:55:00,2015-02-12 21:13:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,1515.4000000000003,1675.4000000000003,160.0,198.1,189.4,102.4,34.921,2015-02-12,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-12 10:00:00,2015-02-12 15:50:00,-8.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1641.2000000000005,1649.5000000000002,8.299999999999955,91.6,145.6,80.1,20.371,2015-02-12,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-02-12 10:00:00,2015-02-12 15:50:00,-14.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1627.1000000000004,1649.5000000000002,22.399999999999864,130.8,255.0,160.0,41.536,2015-02-12,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-02-12 10:00:00,2015-02-12 16:10:00,-31.7,TimeExit,10,0,75,70,0.0001,2.0,0.0002,1595.4000000000003,1649.5000000000002,54.09999999999991,232.6,332.3,201.2,50.779,2015-02-12,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2015-02-12 16:56:00,2015-02-12 19:05:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,1605.4000000000003,1675.4000000000003,70.0,232.6,312.4,214.2,45.686,2015-02-12,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2015-02-12 17:14:00,2015-02-12 17:30:00,80.0,TP,17,14,30,80,0.01,1.5,0.015,1675.4000000000003,1675.4000000000003,0.0,63.3,130.3,130.2,25.643,2015-02-12,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-02-12 20:56:00,2015-02-13 10:00:00,-34.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1481.0000000000002,1675.4000000000003,194.4000000000001,130.8,202.7,175.6,45.657,2015-02-12,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-02-13 09:55:00,2015-02-13 23:55:00,-18.4,TimeExit,9,55,90,999,0.01,2.0,0.02,1658.3000000000002,1676.7000000000005,18.40000000000009,296.4,296.4,100.6,50.071,2015-02-13,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-13 10:00:00,2015-02-13 13:20:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,1521.0000000000002,1675.4000000000003,154.4000000000001,84.4,134.4,83.2,25.943,2015-02-13,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-02-13 10:00:00,2015-02-13 13:53:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,1586.5000000000002,1675.4000000000003,88.90000000000009,314.7,251.8,173.7,64.564,2015-02-13,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-02-13 10:00:00,2015-02-13 15:50:00,45.3,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1631.8000000000002,1675.4000000000003,43.600000000000136,175.6,128.8,107.3,38.079,2015-02-13,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2015-02-13 10:58:00,2015-02-13 13:51:00,-4.5,TimeExit,10,58,50,25,0.01,1.5,0.015,1516.5000000000002,1675.4000000000003,158.9000000000001,172.4,104.1,63.7,24.479,2015-02-13,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2015-02-13 19:42:00,2015-02-13 22:45:00,44.9,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1676.7000000000005,1676.7000000000005,0.0,314.7,251.8,173.7,40.314,2015-02-13,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2015-02-13 22:44:00,2015-02-14 03:08:00,-39.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,1585.0000000000002,1676.7000000000005,91.70000000000005,314.7,244.6,173.7,41.157,2015-02-13,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-16 09:59:00,2015-02-17 05:26:00,65.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1461.5000000000002,1676.7000000000005,215.20000000000005,83.2,32.0,32.0,32.943,2015-02-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-16 10:01:00,2015-02-16 16:00:00,-10.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1575.0000000000002,1676.7000000000005,101.70000000000005,83.2,32.0,32.0,31.193,2015-02-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-17 10:01:00,2015-02-17 16:00:00,0.8,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1400.0,1676.7000000000005,276.7000000000003,44.5,130.3,130.3,30.3,2015-02-17,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-02-18 00:00:00,2015-02-18 03:20:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,1400.0,1676.7000000000005,276.7000000000003,158.9,158.9,,33.507,2015-02-18,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2015-02-19 16:56:00,2015-02-20 01:15:00,-13.2,TimeExit,16,56,70,80,0.0001,2.0,0.0002,1373.1,1676.7000000000005,303.6000000000004,219.3,213.6,136.7,39.1,2015-02-19,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2015-02-19 17:14:00,2015-02-19 20:27:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,1386.3,1676.7000000000005,290.4000000000003,65.5,87.3,66.4,20.036,2015-02-19,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-02-19 20:56:00,2015-02-20 10:00:00,-45.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1328.1,1676.7000000000005,348.6000000000004,60.3,178.6,178.6,31.936,2015-02-19,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-02-23 08:01:00,2015-02-23 22:10:00,-70.0,SL,8,1,70,110,0.01,1.5,0.015,1518.4999999999998,1676.7000000000005,158.2000000000005,101.9,14.7,14.7,25.636,2015-02-23,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2015-02-23 08:04:00,2015-02-23 14:56:00,9.1,TimeExit,8,4,50,999,0.01,0.5,0.005,1602.4,1676.7000000000005,74.30000000000041,87.4,8.6,8.6,20.293,2015-02-23,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-02-23 09:59:00,2015-02-24 05:26:00,-14.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1582.2999999999995,1676.7000000000005,94.40000000000056,139.7,28.3,28.3,39.007,2015-02-23,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-02-23 10:01:00,2015-02-23 16:00:00,-13.9,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1588.4999999999998,1676.7000000000005,88.2000000000005,139.7,28.3,28.3,39.079,2015-02-23,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-02-23 21:02:00,2015-02-24 00:43:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,1582.4999999999998,1676.7000000000005,94.2000000000005,61.1,170.2,170.2,33.879,2015-02-23,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-02-24 09:55:00,2015-02-24 18:20:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,1453.9999999999998,1676.7000000000005,222.7000000000005,90.0,140.5,68.4,31.457,2015-02-24,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-25 10:00:00,2015-02-25 15:50:00,25.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1432.1,1676.7000000000005,244.6000000000004,75.3,124.8,119.8,19.407,2015-02-25,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-02-27 10:00:00,2015-02-27 15:50:00,-0.9,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1499.3,1676.7000000000005,177.40000000000032,87.1,127.3,47.4,17.15,2015-02-27,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2015-02-27 19:42:00,2015-02-27 22:45:00,-59.0,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1440.3,1676.7000000000005,236.40000000000032,200.2,203.7,166.2,35.971,2015-02-27,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2015-02-27 22:44:00,2015-02-28 03:08:00,28.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,1449.0,1676.7000000000005,227.70000000000027,200.2,166.2,166.2,38.15,2015-02-27,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-03-02 13:55:00,2015-03-03 04:55:00,41.9,TimeExit,13,55,70,250,0.01,1.0,0.01,1285.0,1676.7000000000005,391.7000000000003,74.1,32.7,32.7,23.436,2015-03-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-03-02 21:02:00,2015-03-03 10:00:00,8.4,TimeExit,21,2,220,100,0.0001,2.0,0.0002,1327.0,1676.7000000000005,349.7000000000003,60.2,110.0,110.0,34.271,2015-03-02,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-03-09 08:01:00,2015-03-09 22:46:00,24.3,TimeExit,8,1,70,110,0.01,1.5,0.015,1464.5000000000002,1676.7000000000005,212.20000000000005,73.7,12.3,12.3,23.679,2015-03-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-03-09 09:59:00,2015-03-10 05:26:00,-12.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1545.4000000000003,1676.7000000000005,131.29999999999995,44.4,38.2,38.2,34.721,2015-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-03-09 10:00:00,2015-03-09 16:10:00,-4.4,TimeExit,10,0,75,70,0.0001,2.0,0.0002,1440.2000000000005,1676.7000000000005,236.5,73.2,48.8,48.8,55.571,2015-03-09,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-03-09 10:00:00,2015-03-09 15:50:00,-12.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,1445.4000000000003,1676.7000000000005,231.29999999999995,44.4,38.7,38.7,35.371,2015-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-03-09 10:00:00,2015-03-09 15:50:00,16.8,TimeExit,10,0,45,80,0.01,1.5,0.015,1457.5000000000002,1676.7000000000005,219.20000000000005,73.7,17.5,17.5,24.193,2015-03-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-03-09 10:00:00,2015-03-09 15:50:00,-1.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1440.7000000000005,1676.7000000000005,236.0,37.2,22.4,22.4,25.414,2015-03-09,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-03-09 10:01:00,2015-03-09 16:00:00,-0.8,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1444.6000000000004,1676.7000000000005,232.0999999999999,44.4,42.7,42.7,35.371,2015-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-03-09 13:55:00,2015-03-10 04:55:00,36.5,TimeExit,13,55,70,250,0.01,1.0,0.01,1557.9000000000003,1676.7000000000005,118.79999999999995,94.6,58.5,58.5,23.55,2015-03-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-03-11 00:00:00,2015-03-11 08:55:00,-19.6,TimeExit,0,0,130,90,0.01,2.0,0.02,1807.7000000000005,1827.3000000000004,19.59999999999991,147.0,147.0,,35.207,2015-03-11,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2015-03-11 09:59:00,2015-03-11 20:58:00,129.8,TimeExit,9,59,70,175,0.0001,1.5,0.00015,1747.1000000000006,1827.3000000000004,80.19999999999982,125.5,147.3,81.2,31.836,2015-03-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2015-03-11 09:59:00,2015-03-12 05:26:00,145.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1772.4000000000003,1827.3000000000004,54.89999999999986,125.5,147.3,81.2,31.836,2015-03-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-03-11 10:00:00,2015-03-11 15:50:00,-14.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1687.3000000000006,1827.3000000000004,139.99999999999977,124.2,78.1,60.3,21.407,2015-03-11,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-03-11 10:00:00,2015-03-11 15:50:00,-16.8,TimeExit,10,0,45,80,0.01,1.5,0.015,1701.3000000000006,1827.3000000000004,125.99999999999976,100.6,122.0,73.1,22.6,2015-03-11,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
