Pair,Method,Period,Q,N,ObservedWeeks,Mean,Median,Std,PositiveRate,NegativeRate,NeutralRate,CILow,CIHigh,ValidBootstraps
USDJPY,Robustness,RecentCombined,4,225,148,5.544888888889046,4.300000000000637,35.35116161850654,0.5555555555555556,0.4444444444444444,0.0,1.2871676067690179,9.780455663488226,5000
USDJPY,Robustness,RecentCombined,5,266,157,1.4432330827068038,1.8000000000000682,41.55332345174196,0.5338345864661654,0.46616541353383456,0.0,-3.3998763611122516,6.209489730723642,5000
EURAUD,Primary,RecentCombined,1,238,160,-2.393697478991697,-2.300000000000635,25.86784659643683,0.47478991596638653,0.5252100840336135,0.0,-5.6956483029382206,0.8000604838709,5000
EURAUD,Primary,RecentCombined,2,252,164,-0.3900793650793746,-1.100000000000545,29.190624019896664,0.4880952380952381,0.5119047619047619,0.0,-3.9946166558937333,3.310140656705372,5000
EURAUD,Primary,RecentCombined,3,244,161,-0.9864754098360847,-0.8999999999992347,30.030650006110672,0.4918032786885246,0.5081967213114754,0.0,-4.785423163418323,2.8966617405583777,5000
EURAUD,Primary,RecentCombined,4,229,158,-2.311353711790409,-1.40000000000029,33.677546692560696,0.4847161572052402,0.5152838427947598,0.0,-7.092313626585515,2.408634672618995,5000
EURAUD,Primary,RecentCombined,5,243,154,2.5786008230452655,1.80000000000069,38.272441627323076,0.5102880658436214,0.4897119341563786,0.0,-1.8574953304596473,6.979808249302591,5000
EURAUD,Robustness,RecentCombined,1,237,158,0.2978902953586901,1.100000000000545,27.380963396988758,0.5147679324894515,0.48523206751054854,0.0,-3.0370458954883337,3.7013665323164755,5000
EURAUD,Robustness,RecentCombined,2,254,169,-1.0228346456692259,-1.100000000000545,28.527360665815735,0.48031496062992124,0.5196850393700787,0.0,-4.585463034159925,2.540934079679687,5000
EURAUD,Robustness,RecentCombined,3,233,159,2.8145922746780623,2.5999999999992696,31.703458311457478,0.5364806866952789,0.463519313304721,0.0,-0.8176320056289277,6.493352664281531,5000
EURAUD,Robustness,RecentCombined,4,244,165,0.037295081967176284,0.7500000000004725,29.851924727515648,0.5122950819672131,0.48770491803278687,0.0,-3.767400211007636,3.649015810075762,5000
EURAUD,Robustness,RecentCombined,5,236,155,1.1889830508474295,0.24999999999941735,39.843422872482336,0.5,0.5,0.0,-3.3081954054054634,5.8839498655110765,5000
GBPJPY,Primary,RecentCombined,1,243,156,3.1617283950615733,6.399999999999295,40.976986792431234,0.5432098765432098,0.45267489711934156,0.00411522633744856,-1.9893213278010242,8.617680759803761,5000
GBPJPY,Primary,RecentCombined,2,229,150,0.44890829694325257,2.5999999999982037,43.81866502421898,0.519650655021834,0.48034934497816595,0.0,-5.31199331550804,5.929725763128604,5000
GBPJPY,Primary,RecentCombined,3,250,169,-1.350800000000072,-0.8000000000009777,49.30596894550012,0.496,0.504,0.0,-7.065062582645631,4.529815076945203,5000
GBPJPY,Primary,RecentCombined,4,231,157,-2.2385281385280984,0.6000000000000227,50.46090553477436,0.5064935064935064,0.4935064935064935,0.0,-8.404127658252552,3.5771342247866373,5000
GBPJPY,Primary,RecentCombined,5,253,149,6.03873517786552,2.200000000001978,55.87212442070519,0.525691699604743,0.4743083003952569,0.0,-0.8758763976666325,12.591866900687233,5000
GBPJPY,Robustness,RecentCombined,1,236,161,-2.3597457627118477,-3.0499999999989313,41.08566285031778,0.461864406779661,0.538135593220339,0.0,-7.673159582112714,2.619707439494011,5000
GBPJPY,Robustness,RecentCombined,2,244,155,0.6926229508196479,-1.2999999999991019,41.38431377752519,0.48360655737704916,0.5122950819672131,0.004098360655737705,-4.317064669087911,5.847759868420998,5000
GBPJPY,Robustness,RecentCombined,3,244,166,2.165163934426259,1.0500000000007503,45.205297310285424,0.5163934426229508,0.48360655737704916,0.0,-3.2913415589502546,7.536157237997774,5000
