Candidate,RiskPct,TradingWeekStart,StartCapital,RiskAmount,Trades,NetProfitJPY,ReturnPct,FinalCapital
M0_BASELINE,0.25,2015-08-03 06:00:00,597551.5914834617426373195766199168671459,1493.878978708654356593298941549792167865,21,3718.641191068518975877234195564865054383,0.6223129925629925629925629925629925629930,601270.2326745302616131968108154817322003
M0_BASELINE,0.25,2015-08-10 06:00:00,601270.2326745302616131968108154817322003,1503.175581686325654032992027038704330501,24,9763.898598262534654865782703356788373508,1.623878593628593628593628593628593628594,611034.1312727927962680625935188385205738
M0_BASELINE,0.25,2015-08-17 06:00:00,611034.1312727927962680625935188385205738,1527.585328181981990670156483797096301434,17,97.984365727665377622665258832542640515,0.01603582528582528582528582528582528582490,611132.1156385204616456852587776710632143
M0_BASELINE,0.25,2015-08-24 06:00:00,611132.1156385204616456852587776710632143,1527.830289096301154114213146944177658036,22,-13087.71915385539549500021567810541947694,-2.141553163211057947900053163211057947902,598044.3964846650661506850430995656437374
M0_BASELINE,0.25,2015-08-31 06:00:00,598044.3964846650661506850430995656437374,1495.110991211662665376712607748914109344,17,-1951.396826575323703834260495163873920312,-0.3262963147963147963147963147963147963146,596092.9996580897424468507826044017698171
M0_BASELINE,0.25,2015-09-07 06:00:00,596092.9996580897424468507826044017698171,1490.232499145224356117126956511004424543,39,21549.12535653223213016964972254255884144,3.615060966810966810966810966810966810967,617642.1250146219745770204323269443286585
M0_BASELINE,0.25,2015-09-14 06:00:00,617642.1250146219745770204323269443286585,1544.105312536554936442551080817360821646,25,-22321.33273215402878155917998766577473169,-3.613958929958929958929958929958929958930,595320.7922824679457954612523392785539268
M0_BASELINE,0.25,2015-09-21 06:00:00,595320.7922824679457954612523392785539268,1488.301980706169864488653130848196384817,31,7670.277562564962819236124806780631573704,1.288427627927627927627927627927627927629,602991.0698450329086146973771460591855005
M0_BASELINE,0.25,2015-09-28 06:00:00,602991.0698450329086146973771460591855005,1507.477674612582271536743442865147963751,19,-4526.069716522120015156036050946503891692,-0.7506031088794246688983531088794246688984,598465.0001285107885995413410951126816088
M0_BASELINE,0.25,2015-10-05 06:00:00,598465.0001285107885995413410951126816088,1496.162500321276971498853352737781704022,16,-4093.969096207397224183655343332337118293,-0.6840782828282828282828282828282828282828,594371.0310323033913753576857517803444905
M0_BASELINE,0.25,2015-10-12 06:00:00,594371.0310323033913753576857517803444905,1485.927577580758478438394214379450861226,17,2072.211692292850460312382772777360135039,0.3486394161394161394161394161394161394160,596443.2427245962418356700685245577046255
M0_BASELINE,0.25,2015-10-19 06:00:00,596443.2427245962418356700685245577046255,1491.108106811490604589175171311394261564,23,-5883.463221234164436865344365678399181439,-0.9864246586746586746586746586746586746591,590559.7795033620773988047241588793054441
M0_BASELINE,0.25,2015-10-26 06:00:00,590559.7795033620773988047241588793054441,1476.39944875840519349701181039719826361,18,4398.285377295922743817464894404586037015,0.7447654801339011865327654801339011865326,594958.0648806580001426221890532838914811
