Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
19_EA_3_WedThu_Long,EA,Long,2015-01-14 20:56:00,2015-01-15 09:32:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-359.90000000000003,10.099999999999966,370.0,110.2,229.8,229.8,43.421,2015-01-14,EA_Rev4,27.414,Rejected,1.5838987378711606,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,-1.0,-9514.715861915862,493553.4488152103,507931.24167321646,14377.792858006142,2.830657317050063
25_AU_China_Demand,AU,Long,2015-01-15 10:00:00,2015-01-15 15:50:00,12.7,TimeExit,10,0,40,40,0.0001,1.5,0.00015,-313.30000000000007,10.099999999999966,323.40000000000003,120.4,135.7,71.2,23.907,2015-01-15,China_Demand,15.267,Rejected,1.565926508154844,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,0.3175,3020.922286158286,496574.37110136857,507931.24167321646,11356.870571847889,2.2359070756184094
26_AJ_China_Demand,AJ,Long,2015-01-15 10:00:00,2015-01-15 15:50:00,35.3,TimeExit,10,0,45,80,0.01,1.5,0.015,-278.00000000000006,10.099999999999966,288.1,246.9,224.8,155.2,29.993,2015-01-15,China_Demand,19.679,Rejected,1.5241119975608517,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,0.7844444444444444,7463.765998347331,504038.1370997159,507931.24167321646,3893.1045735005755,0.7664629095615367
27_EA_China_Demand,EA,Short,2015-01-15 10:00:00,2015-01-15 15:50:00,33.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,-326.00000000000006,10.099999999999966,336.1,229.8,260.4,133.9,33.064,2015-01-15,China_Demand,27.414,Rejected,1.2060990734661121,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,0.565,5375.814461982462,509413.95156169834,509413.95156169834,0.0,0.0
28_GA_China_Demand,GA,Short,2015-01-15 10:00:00,2015-01-15 16:06:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,-208.00000000000009,10.099999999999966,218.1,256.7,247.2,159.2,43.786,2015-01-15,China_Demand,33.129,Rejected,1.321681910108968,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,0.9333333333333333,8880.401471121471,518294.3530328198,518294.3530328198,0.0,0.0
9_AJ_Core2,AJ,Short,2015-01-15 17:14:00,2015-01-15 18:34:00,80.0,TP,17,14,30,80,0.01,1.5,0.015,-128.00000000000006,10.099999999999966,138.10000000000002,246.9,217.8,199.9,27.907,2015-01-15,CrossJPY_16,19.679,Rejected,1.418110676355506,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,2.6666666666666665,25372.57563177563,543666.9286645955,543666.9286645955,0.0,0.0
22_GA_C_2,GA,Long,2015-01-15 16:56:00,2015-01-15 18:37:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,-48.00000000000006,10.099999999999966,58.10000000000002,256.7,282.7,243.5,42.014,2015-01-15,GA,33.129,Rejected,1.2681940294002236,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,1.1428571428571428,10873.960985046699,554540.8896496422,554540.8896496422,0.0,0.0
19_EA_3_WedThu_Long,EA,Long,2015-01-15 20:56:00,2015-01-15 22:00:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-138.00000000000006,10.099999999999966,148.10000000000002,229.8,342.2,331.2,57.393,2015-01-15,EA_Rev4,27.414,Rejected,2.093565331582403,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,-1.0,-9514.715861915862,545026.1737877263,554540.8896496422,9514.715861915844,1.7157825580593744
5_GJ_Port_Log2,GJ,Short,2015-01-15 09:55:00,2015-01-15 23:55:00,176.2,TimeExit,9,55,90,999,0.01,2.0,0.02,38.19999999999993,38.19999999999993,0.0,313.5,247.6,203.5,40.943,2015-01-15,CrossJPY_16,31.189,Rejected,1.312738465484626,2015-01-12 06:00:00,Rejected_H1_ATR_P70,475735.7930957931,9514.715861915862,1.9577777777777776,18627.699276328607,563653.8730640549,563653.8730640549,0.0,0.0
20_EA_1A_MonTue_Short,EA,Short,2015-01-19 10:01:00,2015-01-19 10:50:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,-11.800000000000068,38.19999999999993,50.0,116.5,32.3,32.3,40.057,2015-01-19,EA_Rev4,27.414,Rejected,1.4611877143065586,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-1.0,-11273.077461281098,552380.7956027738,563653.8730640549,11273.077461281093,1.9999999999999991
8_AJ_Core1,AJ,Long,2015-01-19 08:01:00,2015-01-19 22:46:00,-6.6,TimeExit,8,1,70,110,0.01,1.5,0.015,-18.40000000000007,38.19999999999993,56.6,119.1,11.8,11.8,30.607,2015-01-19,CrossJPY_16,19.679,Rejected,1.555312769957823,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-0.09428571428571428,-1062.8901606350748,551317.9054421388,563653.8730640549,12335.96762191609,2.188571428571414
7_GJ_Mon_Blitz,GJ,Long,2015-01-19 18:02:00,2015-01-19 23:02:00,22.0,TimeExit,18,2,130,250,0.01,2.0,0.02,3.5999999999999304,38.19999999999993,34.6,110.6,114.4,114.4,42.621,2015-01-19,CrossJPY_16,31.189,Rejected,1.3665394850748662,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.16923076923076924,1907.7515703706474,553225.6570125094,563653.8730640549,10428.21605154546,1.8501098901098787
2_EJ_NightBlitz_20,EJ,Long,2015-01-19 20:56:00,2015-01-20 00:39:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,73.59999999999994,73.59999999999994,0.0,128.2,122.8,122.8,33.6,2015-01-19,CrossJPY_16,23.232,Rejected,1.4462809917355373,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,1.5555555555555556,17535.898273103932,570761.5552856133,570761.5552856133,0.0,0.0
1_EJ_Log1,EJ,Long,2015-01-19 13:55:00,2015-01-20 04:55:00,142.2,TimeExit,13,55,70,250,0.01,1.0,0.01,215.79999999999995,215.79999999999995,0.0,128.2,91.7,91.7,36.693,2015-01-19,CrossJPY_16,23.232,Rejected,1.5794163223140496,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,2.031428571428571,22900.451642773885,593662.0069283872,593662.0069283872,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2015-01-19 21:56:00,2015-01-20 05:27:00,31.2,TimeExit,21,56,75,70,0.01,1.0,0.01,246.99999999999991,246.99999999999991,0.0,128.2,122.8,122.8,33.114,2015-01-19,CrossJPY_16,23.232,Rejected,1.4253615702479339,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.416,4689.600223892937,598351.6071522802,598351.6071522802,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2015-01-20 00:00:00,2015-01-20 08:55:00,-62.0,TimeExit,0,0,130,90,0.01,2.0,0.02,184.99999999999991,246.99999999999991,62.0,117.5,117.5,,38.707,2015-01-20,CrossJPY_16,31.189,Rejected,1.24104652281253,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-0.47692307692307695,-5376.3907892263705,592975.2163630538,598351.6071522802,5376.390789226396,0.8985336923910203
21_GA_B_3,GA,Long,2015-01-19 21:02:00,2015-01-20 10:00:00,-60.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,124.69999999999992,246.99999999999991,122.3,137.8,129.7,129.7,42.729,2015-01-19,GA,33.129,Rejected,1.2897763288961333,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-0.27409090909090905,-3089.848049614773,589885.368313439,598351.6071522802,8466.238838841207,1.414927065899324
5_GJ_Port_Log2,GJ,Short,2015-01-20 09:55:00,2015-01-20 16:07:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,21.39999999999992,246.99999999999991,225.6,117.5,137.0,84.4,32.186,2015-01-20,CrossJPY_16,31.189,Rejected,1.0319663984096956,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-1.0,-11273.077461281098,578612.2908521579,598351.6071522802,19739.3163001223,3.29894932413855
4_GJ_Port_Log1,GJ,Long,2015-01-21 00:00:00,2015-01-21 08:55:00,-8.3,TimeExit,0,0,130,90,0.01,2.0,0.02,13.09999999999992,246.99999999999991,233.9,275.9,275.9,,41.671,2015-01-21,CrossJPY_16,31.189,Rejected,1.3360800282150758,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-0.06384615384615386,-719.7426379125626,577892.5482142454,598351.6071522802,20459.05893803481,3.419236899087662
1_EJ_Log1,EJ,Long,2015-01-21 13:55:00,2015-01-22 04:55:00,38.1,TimeExit,13,55,70,250,0.01,1.0,0.01,106.69999999999992,246.99999999999991,140.29999999999998,127.8,147.9,117.5,29.0,2015-01-21,CrossJPY_16,23.232,Rejected,1.2482782369146006,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.5442857142857143,6135.775018211569,584028.3232324569,598351.6071522802,14323.28391982324,2.393790498531739
19_EA_3_WedThu_Long,EA,Long,2015-01-21 20:56:00,2015-01-22 10:00:00,243.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,350.29999999999995,350.29999999999995,0.0,100.7,112.5,112.5,31.271,2015-01-21,EA_Rev4,27.414,Rejected,1.1406945356387248,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,2.7066666666666666,30512.462995200836,614540.7862276577,614540.7862276577,0.0,0.0
9_AJ_Core2,AJ,Short,2015-01-22 17:14:00,2015-01-22 22:28:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,320.29999999999995,350.29999999999995,30.0,95.3,153.7,140.7,21.936,2015-01-22,CrossJPY_16,19.679,Rejected,1.1146907871334926,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-1.0,-11273.077461281098,603267.7087663766,614540.7862276577,11273.077461281093,1.8343904446896975
22_GA_C_2,GA,Long,2015-01-22 16:56:00,2015-01-22 22:41:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,250.29999999999995,350.29999999999995,100.0,222.0,426.8,418.5,40.071,2015-01-22,GA,33.129,Rejected,1.2095445078330165,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-1.0,-11273.077461281098,591994.6313050955,614540.7862276577,22546.154922562186,3.668780889379395
5_GJ_Port_Log2,GJ,Short,2015-01-22 09:55:00,2015-01-22 23:55:00,113.6,TimeExit,9,55,90,999,0.01,2.0,0.02,363.9,363.9,0.0,310.4,256.2,152.9,42.807,2015-01-22,CrossJPY_16,31.189,Rejected,1.3725031261021514,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,1.2622222222222221,14229.128884461474,606223.760189557,614540.7862276577,8317.02603810071,1.3533725058599533
10_AJ_SatA,AJ,Short,2015-01-23 10:58:00,2015-01-23 13:39:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,388.9,388.9,0.0,148.4,99.4,81.1,30.714,2015-01-23,CrossJPY_16,19.679,Rejected,1.5607500381116928,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.5,5636.538730640549,611860.2989201976,614540.7862276577,2680.4873074600473,0.4361772835150857
12_UJ_Short_Core,UJ,Short,2015-01-23 08:04:00,2015-01-23 14:56:00,13.3,TimeExit,8,4,50,999,0.01,0.5,0.005,402.2,402.2,0.0,108.3,145.2,136.1,32.914,2015-01-23,CrossJPY_16,19.629,Rejected,1.676804727698813,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.266,2998.6386047007722,614858.9375248983,614858.9375248983,0.0,0.0
23_GA_F_2,GA,Short,2015-01-23 19:42:00,2015-01-23 21:43:00,-90.0,SL,19,42,90,200,0.0001,2.0,0.0002,312.2,402.2,90.0,418.5,283.1,283.1,57.929,2015-01-23,GA,33.129,Rejected,1.7485888496483446,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,-1.0,-11273.077461281098,603585.8600636172,614858.9375248983,11273.077461281093,1.833441261610448
11_AJ_SatB,AJ,Short,2015-01-23 18:57:00,2015-01-23 21:55:00,95.0,TP,18,57,55,95,0.01,1.5,0.015,407.2,407.2,0.0,148.4,185.8,167.5,27.571,2015-01-23,CrossJPY_16,19.679,Rejected,1.401036638040551,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,1.7272727272727273,19471.679251303714,623057.539314921,623057.539314921,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2015-01-23 09:55:00,2015-01-23 23:55:00,133.6,TimeExit,9,55,90,999,0.01,2.0,0.02,540.8,540.8,0.0,183.2,199.7,129.4,48.95,2015-01-23,CrossJPY_16,31.189,Rejected,1.5694635929334062,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,1.4844444444444445,16734.257209190608,639791.7965241116,639791.7965241116,0.0,0.0
24_GA_D_1,GA,Long,2015-01-23 22:44:00,2015-01-24 03:08:00,45.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,586.0,586.0,0.0,418.5,442.7,442.7,64.736,2015-01-23,GA,33.129,Rejected,1.954058377856259,2015-01-19 06:00:00,Rejected_H1_ATR_P70,563653.8730640549,11273.077461281098,0.5022222222222222,5661.5900138878405,645453.3865379994,645453.3865379994,0.0,0.0
12_UJ_Short_Core,UJ,Short,2015-01-26 08:04:00,2015-01-26 14:56:00,-6.1,TimeExit,8,4,50,999,0.01,0.5,0.005,579.9,586.0,6.100000000000023,40.5,28.2,28.2,27.057,2015-01-26,CrossJPY_16,19.629,Rejected,1.3784196851597126,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-0.122,-1574.9062631527183,643878.4802748468,645453.3865379994,1574.906263152603,0.24399999999998212
20_EA_1A_MonTue_Short,EA,Short,2015-01-26 10:01:00,2015-01-26 15:20:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,529.9,586.0,56.10000000000002,96.8,64.0,64.0,65.85,2015-01-26,EA_Rev4,27.414,Rejected,2.402057342963449,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-1.0,-12909.067730759987,630969.4125440867,645453.3865379994,14483.973993912688,2.2439999999999976
25_AU_China_Demand,AU,Long,2015-01-26 10:00:00,2015-01-26 15:50:00,6.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,536.5,586.0,49.5,50.6,46.6,46.6,29.893,2015-01-26,China_Demand,15.267,Rejected,1.9580140171611975,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.16499999999999998,2129.9961755753975,633099.4087196621,645453.3865379994,12353.97781833727,1.913999999999994
2_EJ_NightBlitz_20,EJ,Long,2015-01-26 20:56:00,2015-01-26 22:34:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,606.5,606.5,0.0,106.0,313.0,313.0,56.707,2015-01-26,CrossJPY_16,23.232,Rejected,2.440900482093664,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,1.5555555555555556,20080.772025626648,653180.1807452887,653180.1807452887,0.0,0.0
8_AJ_Core1,AJ,Long,2015-01-26 08:01:00,2015-01-26 22:46:00,100.4,TimeExit,8,1,70,110,0.01,1.5,0.015,706.9,706.9,0.0,65.3,35.8,35.8,36.821,2015-01-26,CrossJPY_16,19.679,Rejected,1.871080847604045,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,1.4342857142857144,18515.291430975754,671695.4721762645,671695.4721762645,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2015-01-26 18:02:00,2015-01-26 23:02:00,25.5,TimeExit,18,2,130,250,0.01,2.0,0.02,732.4,732.4,0.0,71.8,207.1,207.1,46.364,2015-01-26,CrossJPY_16,31.189,Rejected,1.4865497451024399,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.19615384615384615,2532.163285649074,674227.6354619137,674227.6354619137,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2015-01-26 21:56:00,2015-01-27 01:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,802.4,802.4,0.0,106.0,313.0,313.0,55.85,2015-01-26,CrossJPY_16,23.232,Rejected,2.404011707988981,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.9333333333333333,12048.463215375989,686276.0986772896,686276.0986772896,0.0,0.0
1_EJ_Log1,EJ,Long,2015-01-26 13:55:00,2015-01-27 04:55:00,212.4,TimeExit,13,55,70,250,0.01,1.0,0.01,1014.8,1014.8,0.0,106.0,174.0,174.0,57.043,2015-01-26,CrossJPY_16,23.232,Rejected,2.455363292011019,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,3.0342857142857143,39169.79980019173,725445.8984774813,725445.8984774813,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2015-01-27 00:00:00,2015-01-27 06:02:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,1104.8,1104.8,0.0,226.5,226.5,,40.614,2015-01-27,CrossJPY_16,31.189,Rejected,1.302189874635288,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.6923076923076923,8937.046890526144,734382.9453680075,734382.9453680075,0.0,0.0
21_GA_B_3,GA,Long,2015-01-26 21:02:00,2015-01-27 09:31:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,1204.8,1204.8,0.0,100.8,141.5,141.5,57.221,2015-01-26,GA,33.129,Rejected,1.7272178453922544,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.45454545454545453,5867.758059436358,740250.7034274439,740250.7034274439,0.0,0.0
20_EA_1A_MonTue_Short,EA,Short,2015-01-27 10:01:00,2015-01-27 16:00:00,30.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1255.4,1255.4,0.0,149.1,127.5,79.5,30.143,2015-01-27,EA_Rev4,27.414,Rejected,1.099547676369738,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.606,7822.895044840552,748073.5984722844,748073.5984722844,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2015-01-28 00:00:00,2015-01-28 02:57:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,1345.4,1345.4,0.0,117.2,117.2,,39.386,2015-01-28,CrossJPY_16,31.189,Rejected,1.2628170188207382,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.6923076923076923,8937.046890526144,757010.6453628105,757010.6453628105,0.0,0.0
1_EJ_Log1,EJ,Long,2015-01-28 13:55:00,2015-01-29 04:29:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,1275.4,1345.4,70.0,147.4,171.8,73.8,31.236,2015-01-28,CrossJPY_16,23.232,Rejected,1.34452479338843,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-1.0,-12909.067730759987,744101.5776320505,757010.6453628105,12909.067730759969,1.7052689826538798
12_UJ_Short_Core,UJ,Short,2015-01-29 08:04:00,2015-01-29 11:13:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,1225.4,1345.4,120.0,92.0,100.9,72.4,25.114,2015-01-29,CrossJPY_16,19.629,Rejected,1.2794334912629273,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-1.0,-12909.067730759987,731192.5099012905,757010.6453628105,25818.135461519938,3.4105379653077597
25_AU_China_Demand,AU,Long,2015-01-29 10:00:00,2015-01-29 15:23:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,1185.4,1345.4,160.0,124.6,142.0,114.0,23.6,2015-01-29,China_Demand,15.267,Rejected,1.5458177769044346,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-1.0,-12909.067730759987,718283.4421705306,757010.6453628105,38727.20319227991,5.11580694796164
22_GA_C_2,GA,Long,2015-01-29 16:56:00,2015-01-29 17:11:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,1265.4,1345.4,80.0,280.2,332.9,297.2,49.843,2015-01-29,GA,33.129,Rejected,1.5045126626218723,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,1.1428571428571428,14753.2202637257,733036.6624342562,757010.6453628105,23973.982928554295,3.166928110642929
13_UJ_Fix_MidWeek,UJ,Long,2015-01-29 18:04:00,2015-01-29 22:03:00,23.5,TimeExit,18,4,95,95,0.01,0.5,0.005,1288.9,1345.4,56.5,92.0,83.7,83.7,26.457,2015-01-29,CrossJPY_16,19.629,Rejected,1.3478526669723367,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.24736842105263157,3193.2957018195757,736229.9581360759,757010.6453628105,20780.68722673459,2.745098414933793
5_GJ_Port_Log2,GJ,Short,2015-01-29 09:55:00,2015-01-29 23:55:00,-11.1,TimeExit,9,55,90,999,0.01,2.0,0.02,1277.8,1345.4,67.59999999999991,123.9,172.4,132.2,38.379,2015-01-29,CrossJPY_16,31.189,Rejected,1.2305299945493602,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-0.12333333333333332,-1592.1183534603983,734637.8397826154,757010.6453628105,22372.80558019504,2.9554149227944455
10_AJ_SatA,AJ,Short,2015-01-30 10:58:00,2015-01-30 11:47:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,1302.8,1345.4,42.59999999999991,243.0,190.0,83.1,28.657,2015-01-30,CrossJPY_16,19.679,Rejected,1.4562223690228162,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.5,6454.533865379994,741092.3736479954,757010.6453628105,15918.271714815055,2.102780431467506
12_UJ_Short_Core,UJ,Short,2015-01-30 09:55:00,2015-01-30 14:56:00,37.4,TimeExit,9,55,20,50,0.01,0.5,0.005,1340.2,1345.4,5.199999999999818,93.4,90.8,66.3,21.457,2015-01-30,CrossJPY_16,19.629,Rejected,1.0931275154108717,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,1.8699999999999999,24139.956656521175,765232.3303045166,765232.3303045166,0.0,0.0
25_AU_China_Demand,AU,Long,2015-01-30 10:00:00,2015-01-30 15:50:00,-10.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1330.2,1345.4,15.199999999999818,227.6,182.6,79.1,24.457,2015-01-30,China_Demand,15.267,Rejected,1.6019519224471082,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-0.25,-3227.266932689997,762005.0633718267,765232.3303045166,3227.266932689934,0.4217368771397407
23_GA_F_2,GA,Short,2015-01-30 19:42:00,2015-01-30 22:45:00,78.2,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1408.4,1408.4,0.0,482.3,161.5,161.5,45.743,2015-01-30,GA,33.129,Rejected,1.3807540221558152,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.8688888888888889,11216.545517171457,773221.608888998,773221.608888998,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2015-01-30 09:55:00,2015-01-30 23:55:00,137.5,TimeExit,9,55,90,999,0.01,2.0,0.02,1545.9,1545.9,0.0,132.2,123.3,84.5,33.386,2015-01-30,CrossJPY_16,31.189,Rejected,1.0704415018115363,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,1.5277777777777777,19722.18681088331,792943.7956998814,792943.7956998814,0.0,0.0
24_GA_D_1,GA,Long,2015-01-30 22:44:00,2015-01-31 00:32:00,-90.0,SL,22,44,90,200,0.0001,2.0,0.0002,1455.9,1545.9,90.0,482.3,163.1,163.1,58.407,2015-01-30,GA,33.129,Rejected,1.763017296024631,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,-1.0,-12909.067730759987,780034.7279691214,792943.7956998814,12909.067730759969,1.627992778399376
11_AJ_SatB,AJ,Short,2015-01-30 18:57:00,2015-01-31 01:43:00,16.6,TimeExit,18,57,55,95,0.01,1.5,0.015,1472.5,1545.9,73.40000000000009,243.0,95.2,95.2,22.914,2015-01-30,CrossJPY_16,19.679,Rejected,1.1643884343716653,2015-01-26 06:00:00,Rejected_H1_ATR_P70,645453.3865379994,12909.067730759987,0.3018181818181818,3896.1913514657417,783930.9193205871,792943.7956998814,9012.876379294321,1.136634958009757
20_EA_1A_MonTue_Short,EA,Short,2015-02-02 10:01:00,2015-02-02 16:00:00,24.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1496.6,1545.9,49.30000000000018,124.6,73.6,73.6,59.386,2015-02-02,EA_Rev4,27.414,Rejected,2.1662654118333697,2015-02-02 06:00:00,Rejected_H1_ATR_P70,783930.9193205871,15678.618386411741,0.48200000000000004,7557.0940622504595,791488.0133828376,792943.7956998814,1455.7823170437478,0.1835921190049568
8_AJ_Core1,AJ,Long,2015-02-02 08:01:00,2015-02-02 22:46:00,66.0,TimeExit,8,1,70,110,0.01,1.5,0.015,1562.6,1562.6,0.0,55.4,41.2,41.2,38.15,2015-02-02,CrossJPY_16,19.679,Rejected,1.938614767010519,2015-02-02 06:00:00,Rejected_H1_ATR_P70,783930.9193205871,15678.618386411741,0.9428571428571428,14782.697335759642,806270.7107185973,806270.7107185973,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2015-02-02 18:02:00,2015-02-02 23:02:00,-26.4,TimeExit,18,2,130,250,0.01,2.0,0.02,1536.1999999999998,1562.6,26.40000000000009,103.1,126.5,126.5,35.971,2015-02-02,CrossJPY_16,31.189,Rejected,1.153323287056334,2015-02-02 06:00:00,Rejected_H1_ATR_P70,783930.9193205871,15678.618386411741,-0.20307692307692307,-3183.965580009769,803086.7451385874,806270.7107185973,3183.9655800098553,0.39490031545014354
2_EJ_NightBlitz_20,EJ,Long,2015-02-02 20:56:00,2015-02-03 03:56:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1491.1999999999998,1562.6,71.40000000000009,77.1,132.4,132.4,31.164,2015-02-02,CrossJPY_16,23.232,Rejected,1.3414256198347108,2015-02-02 06:00:00,Rejected_H1_ATR_P70,783930.9193205871,15678.618386411741,-1.0,-15678.618386411741,787408.1267521756,806270.7107185973,18862.583966421662,2.339485202136412
18_EA_2_MonWed_Short,EA,Short,2015-02-02 09:59:00,2015-02-03 05:26:00,1.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1492.7999999999995,1562.6,69.80000000000018,124.6,73.6,73.6,64.321,2015-02-02,EA_Rev4,27.414,Rejected,2.3462829211351863,2015-02-02 06:00:00,Rejected_H1_ATR_P70,783930.9193205871,15678.618386411741,0.017777777777777778,278.73099353620876,787686.8577457119,806270.7107185973,18583.85297288536,2.304914804150867
