Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
25_AU_China_Demand,AU,Long,2021-03-15 10:00:00,2021-03-15 15:16:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,46712.99999999999,46806.39999999999,93.40000000000146,50.7,23.7,23.7,16.721,2021-03-15,China_Demand,15.267,Rejected,1.0952380952380953,2021-03-15 06:00:00,Rejected_H1_ATR_P70,143280164.24434203,2865603.2848868407,-1.0,-2865603.2848868407,140414560.9594553,143280164.24434215,2865603.284886837,1.9999999999999958
9_AJ_Core2,AJ,Short,2021-03-18 17:14:00,2021-03-19 01:14:00,31.7,TimeExit,17,14,30,80,0.01,1.5,0.015,46654.39999999998,46806.39999999999,152.00000000000728,31.2,132.3,132.3,23.121,2021-03-18,CrossJPY_16,19.679,Rejected,1.1749072615478429,2021-03-15 06:00:00,Rejected_H1_ATR_P70,143280164.24434203,2865603.2848868407,1.0566666666666666,3027987.471030428,143442548.43048573,143442548.43048573,0.0,0.0
25_AU_China_Demand,AU,Long,2021-05-10 10:00:00,2021-05-10 15:50:00,7.3,TimeExit,10,0,40,40,0.0001,1.5,0.00015,47124.79999999999,47176.09999999999,51.30000000000291,24.8,18.3,18.3,18.879,2021-05-10,China_Demand,15.267,Rejected,1.236588720770289,2021-05-10 06:00:00,Rejected_H1_ATR_P70,143442548.4304856,2868850.968609712,0.1825,523565.30177127244,143966113.732257,143966113.732257,0.0,0.0
25_AU_China_Demand,AU,Long,2021-05-13 10:00:00,2021-05-13 15:50:00,2.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,47200.9,47319.0,118.09999999999854,108.7,109.8,35.6,19.921,2021-05-13,China_Demand,15.267,Rejected,1.3048405056658152,2021-05-10 06:00:00,Rejected_H1_ATR_P70,143442548.4304856,2868850.968609712,0.052500000000000005,150614.6758520099,144116728.408109,144116728.408109,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2021-06-22 00:00:00,2021-06-22 08:55:00,45.7,TimeExit,0,0,130,90,0.01,2.0,0.02,48359.400000000016,48359.400000000016,0.0,210.5,210.5,,34.371,2021-06-22,CrossJPY_16,31.189,Rejected,1.1020231491872134,2021-06-21 06:00:00,Rejected_H1_ATR_P70,144116728.4081089,2882334.5681621777,0.3515384615384616,1013251.459730858,145129979.86783987,145129979.86783987,0.0,0.0
25_AU_China_Demand,AU,Long,2021-07-14 10:00:00,2021-07-14 15:50:00,13.9,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48760.10000000002,48876.900000000016,116.79999999999563,76.9,76.9,40.4,16.207,2021-07-14,China_Demand,15.267,Rejected,1.061570708063143,2021-07-12 06:00:00,Rejected_H1_ATR_P70,145129979.86783975,2902599.5973567953,0.34750000000000003,1008653.3600814865,146138633.22792137,146138633.22792137,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2021-07-20 00:00:00,2021-07-20 08:55:00,22.1,TimeExit,0,0,130,90,0.01,2.0,0.02,48424.60000000001,48876.900000000016,452.3000000000029,235.8,235.8,,35.357,2021-07-20,CrossJPY_16,31.189,Rejected,1.1336368591490589,2021-07-19 06:00:00,Rejected_H1_ATR_P70,146138633.22792125,2922772.664558425,0.17,496871.3529749323,146635504.5808963,146635504.5808963,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2021-07-20 09:59:00,2021-07-21 05:26:00,2.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48372.10000000001,48876.900000000016,504.8000000000029,212.4,148.1,59.2,27.786,2021-07-20,EA_Rev4,27.414,Rejected,1.0135697089078572,2021-07-19 06:00:00,Rejected_H1_ATR_P70,146138633.22792125,2922772.664558425,0.024444444444444446,71445.55402253929,146706950.13491884,146706950.13491884,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2021-07-21 00:00:00,2021-07-21 08:55:00,20.9,TimeExit,0,0,130,90,0.01,2.0,0.02,48393.000000000015,48876.900000000016,483.9000000000015,158.0,158.0,,42.107,2021-07-21,CrossJPY_16,31.189,Rejected,1.3500593157844112,2021-07-19 06:00:00,Rejected_H1_ATR_P70,146138633.22792125,2922772.664558425,0.16076923076923075,469891.9129943929,147176842.04791322,147176842.04791322,0.0,0.0
20_EA_1A_MonTue_Short,EA,Short,2021-09-21 10:01:00,2021-09-21 16:00:00,32.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,48222.70000000004,48876.900000000016,654.1999999999753,83.7,83.4,61.1,29.357,2021-09-21,EA_Rev4,27.414,Rejected,1.0708761946450718,2021-09-20 06:00:00,Rejected_H1_ATR_P70,147176842.0479131,2943536.8409582623,0.6459999999999999,1901524.7992590372,149078366.84717226,149078366.84717226,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2021-09-21 09:59:00,2021-09-22 05:26:00,-52.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48218.50000000005,48876.900000000016,658.3999999999724,83.7,83.4,61.1,29.079,2021-09-21,EA_Rev4,27.414,Rejected,1.0607353906762969,2021-09-20 06:00:00,Rejected_H1_ATR_P70,147176842.0479131,2943536.8409582623,-0.5800000000000001,-1707251.3677557923,147371115.47941646,149078366.84717226,1707251.3677558005,1.1452039647751104
4_GJ_Port_Log1,GJ,Long,2021-10-05 00:00:00,2021-10-05 08:55:00,11.2,TimeExit,0,0,130,90,0.01,2.0,0.02,48513.70000000004,48876.900000000016,363.19999999997526,134.0,134.0,,31.479,2021-10-05,CrossJPY_16,31.189,Rejected,1.009298149988778,2021-10-04 06:00:00,Rejected_H1_ATR_P70,147371115.47941634,2947422.309588327,0.08615384615384615,253931.76821068663,147625047.24762714,149078366.84717226,1453319.5995451212,0.9748695469913433
4_GJ_Port_Log1,GJ,Long,2021-10-13 00:00:00,2021-10-13 08:55:00,-32.5,TimeExit,0,0,130,90,0.01,2.0,0.02,48439.90000000004,48876.900000000016,436.9999999999782,113.8,113.8,,31.529,2021-10-13,CrossJPY_16,31.189,Rejected,1.010901279297188,2021-10-11 06:00:00,Rejected_H1_ATR_P70,147625047.24762702,2952500.9449525406,-0.25,-738125.2362381351,146886922.01138902,149078366.84717226,2191444.835783243,1.4699951992563773
10_AJ_SatA,AJ,Short,2021-10-22 10:58:00,2021-10-22 11:47:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,48204.30000000003,48876.900000000016,672.599999999984,110.8,136.6,61.4,19.7,2021-10-22,CrossJPY_16,19.679,Rejected,1.0010671273946847,2021-10-18 06:00:00,Rejected_H1_ATR_P70,146886922.0113889,2937738.440227778,0.5,1468869.220113889,148355791.23150292,149078366.84717226,722575.6156693399,0.48469515124893237
25_AU_China_Demand,AU,Long,2021-11-11 10:00:00,2021-11-11 15:50:00,-8.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48238.60000000004,48876.900000000016,638.2999999999811,53.8,78.7,71.8,15.957,2021-11-11,China_Demand,15.267,Rejected,1.0451955197484772,2021-11-08 06:00:00,Rejected_H1_ATR_P70,148355791.2315028,2967115.824630056,-0.215,-637929.9022954621,147717861.32920745,149078366.84717226,1360505.5179648101,0.9126109620985671
8_AJ_Core1,AJ,Long,2021-11-22 08:01:00,2021-11-22 22:46:00,46.5,TimeExit,8,1,70,110,0.01,1.5,0.015,48077.40000000004,48876.900000000016,799.4999999999782,29.6,18.5,18.5,22.786,2021-11-22,CrossJPY_16,19.679,Rejected,1.157884038823111,2021-11-22 06:00:00,Rejected_H1_ATR_P70,147717861.32920733,2954357.2265841467,0.6642857142857143,1962537.3005166117,149680398.62972406,149680398.62972406,0.0,0.0
23_GA_F_2,GA,Short,2021-11-26 19:42:00,2021-11-26 22:45:00,-5.2,TimeExit,19,42,90,200,0.0001,2.0,0.0002,48454.10000000004,48876.900000000016,422.7999999999738,64.5,201.6,201.6,33.214,2021-11-26,GA,33.129,Rejected,1.0025657279121012,2021-11-22 06:00:00,Rejected_H1_ATR_P70,147717861.32920733,2954357.2265841467,-0.05777777777777778,-170696.1953137507,149509702.4344103,149680398.62972406,170696.1953137517,0.11404044676284972
11_AJ_SatB,AJ,Short,2021-11-26 18:57:00,2021-11-27 01:43:00,40.4,TimeExit,18,57,55,95,0.01,1.5,0.015,48644.60000000004,48876.900000000016,232.2999999999738,40.2,208.4,208.4,26.586,2021-11-26,CrossJPY_16,19.679,Rejected,1.3509832816708167,2021-11-22 06:00:00,Rejected_H1_ATR_P70,147717861.32920733,2954357.2265841467,0.7345454545454545,2170109.6718909005,151679812.10630122,151679812.10630122,0.0,0.0
24_GA_D_1,GA,Long,2021-11-26 22:44:00,2021-11-27 03:08:00,40.0,TimeExit,22,44,90,200,0.0001,2.0,0.0002,48684.60000000004,48876.900000000016,192.2999999999738,64.5,201.6,201.6,35.493,2021-11-26,GA,33.129,Rejected,1.0713574209906729,2021-11-22 06:00:00,Rejected_H1_ATR_P70,147717861.32920733,2954357.2265841467,0.4444444444444444,1313047.6562596208,152992859.76256084,152992859.76256084,0.0,0.0
12_UJ_Short_Core,UJ,Short,2021-11-29 08:04:00,2021-11-29 14:56:00,26.6,TimeExit,8,4,50,999,0.01,0.5,0.005,48711.20000000004,48876.900000000016,165.69999999997526,52.4,31.9,31.9,32.664,2021-11-29,CrossJPY_16,19.629,Rejected,1.6640684701207398,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.532,1627844.0278736465,154620703.79043448,154620703.79043448,0.0,0.0
25_AU_China_Demand,AU,Long,2021-11-29 10:00:00,2021-11-29 15:50:00,6.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48717.60000000004,48876.900000000016,159.2999999999738,35.8,29.7,29.7,18.236,2021-11-29,China_Demand,15.267,Rejected,1.194471736424969,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.16,489577.1512401944,155110280.94167468,155110280.94167468,0.0,0.0
8_AJ_Core1,AJ,Long,2021-11-29 08:01:00,2021-11-29 22:46:00,47.7,TimeExit,8,1,70,110,0.01,1.5,0.015,48765.30000000004,48876.900000000016,111.59999999997672,69.6,42.3,42.3,33.286,2021-11-29,CrossJPY_16,19.679,Rejected,1.6914477361654559,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.6814285714285715,2085074.1173354709,157195355.05901015,157195355.05901015,0.0,0.0
6_GJ_Old_Mon,GJ,Long,2021-11-29 15:45:00,2021-11-29 22:50:00,62.8,TimeExit,15,45,50,210,0.01,2.0,0.02,48828.10000000004,48876.900000000016,48.79999999997381,85.1,122.7,122.7,41.393,2021-11-29,CrossJPY_16,31.189,Rejected,1.3271666292603161,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,1.256,3843180.637235526,161038535.69624567,161038535.69624567,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2021-11-29 18:02:00,2021-11-29 23:02:00,29.6,TimeExit,18,2,130,250,0.01,2.0,0.02,48857.70000000004,48876.900000000016,19.19999999997526,85.1,122.7,122.7,42.057,2021-11-29,CrossJPY_16,31.189,Rejected,1.3484561864760012,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.2276923076923077,696705.9459956612,161735241.64224133,161735241.64224133,0.0,0.0
2_EJ_NightBlitz_20,EJ,Long,2021-11-29 20:56:00,2021-11-30 04:45:00,8.5,TimeExit,20,56,45,70,0.01,1.0,0.01,48866.20000000004,48876.900000000016,10.699999999975262,70.5,108.1,108.1,30.871,2021-11-29,CrossJPY_16,23.232,Rejected,1.3288137052341598,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.18888888888888888,577973.0257696739,162313214.668011,162313214.668011,0.0,0.0
1_EJ_Log1,EJ,Long,2021-11-29 13:55:00,2021-11-30 04:55:00,18.1,TimeExit,13,55,70,250,0.01,1.0,0.01,48884.30000000004,48884.30000000004,0.0,70.5,57.4,57.4,31.943,2021-11-29,CrossJPY_16,23.232,Rejected,1.3749569559228652,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.2585714285714286,791191.6462006714,163104406.31421167,163104406.31421167,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2021-11-29 21:56:00,2021-11-30 05:27:00,5.5,TimeExit,21,56,75,70,0.01,1.0,0.01,48889.80000000004,48889.80000000004,0.0,70.5,108.1,108.1,28.957,2021-11-29,CrossJPY_16,23.232,Rejected,1.2464273415977962,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.07333333333333333,224389.52765175575,163328795.84186342,163328795.84186342,0.0,0.0
17_EA_1B_Wed_Short,EA,Short,2021-12-01 09:59:00,2021-12-01 20:58:00,62.2,TimeExit,9,59,70,175,0.0001,1.5,0.00015,49020.90000000003,49020.90000000003,0.0,188.7,183.1,83.6,28.957,2021-12-01,EA_Rev4,27.414,Rejected,1.0562851097979133,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.8885714285714286,2718901.6792089366,166047697.52107236,166047697.52107236,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2021-12-01 09:59:00,2021-12-02 05:26:00,-37.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48863.00000000003,49020.90000000003,157.90000000000146,188.7,183.1,83.6,28.957,2021-12-01,EA_Rev4,27.414,Rejected,1.0562851097979133,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,-0.4211111111111111,-1288539.863333567,164759157.6577388,166047697.52107236,1288539.863333553,0.7760058601053654
19_EA_3_WedThu_Long,EA,Long,2021-12-01 20:56:00,2021-12-02 10:00:00,105.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,48968.200000000026,49020.90000000003,52.700000000004366,188.7,141.3,141.3,29.386,2021-12-01,EA_Rev4,27.414,Rejected,1.0719340482964907,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,1.1688888888888889,3576633.0771158645,168335790.73485467,168335790.73485467,0.0,0.0
9_AJ_Core2,AJ,Short,2021-12-02 17:14:00,2021-12-03 01:14:00,11.1,TimeExit,17,14,30,80,0.01,1.5,0.015,49019.800000000025,49048.200000000026,28.40000000000145,136.9,127.5,105.0,20.4,2021-12-02,CrossJPY_16,19.679,Rejected,1.036638040550841,2021-11-29 06:00:00,Rejected_H1_ATR_P70,152992859.76256073,3059857.195251215,0.37,1132147.1622429495,169467937.89709762,169467937.89709762,0.0,0.0
20_EA_1A_MonTue_Short,EA,Short,2021-12-06 10:01:00,2021-12-06 16:00:00,9.5,TimeExit,10,1,50,125,0.0001,1.5,0.00015,49029.50000000002,49048.200000000026,18.70000000000437,122.5,55.7,55.7,35.207,2021-12-06,EA_Rev4,27.414,Rejected,1.284270810534763,2021-12-06 06:00:00,Rejected_H1_ATR_P70,169467937.8970975,3389358.75794195,0.19,643978.1640089705,170111916.0611066,170111916.0611066,0.0,0.0
8_AJ_Core1,AJ,Long,2021-12-06 08:01:00,2021-12-06 22:46:00,57.2,TimeExit,8,1,70,110,0.01,1.5,0.015,49086.70000000002,49086.70000000002,0.0,99.2,18.8,18.8,22.343,2021-12-06,CrossJPY_16,19.679,Rejected,1.1353727323542864,2021-12-06 06:00:00,Rejected_H1_ATR_P70,169467937.8970975,3389358.75794195,0.8171428571428572,2769590.2993468507,172881506.36045346,172881506.36045346,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2021-12-06 09:59:00,2021-12-07 05:26:00,74.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,49278.500000000015,49278.500000000015,0.0,122.5,55.7,55.7,34.536,2021-12-06,EA_Rev4,27.414,Rejected,1.2597942657036552,2021-12-06 06:00:00,Rejected_H1_ATR_P70,169467937.8970975,3389358.75794195,0.8300000000000001,2813167.769091819,175694674.12954527,175694674.12954527,0.0,0.0
28_GA_China_Demand,GA,Short,2021-12-09 10:00:00,2021-12-09 16:10:00,38.7,TimeExit,10,0,75,70,0.0001,2.0,0.0002,49594.1,49594.1,0.0,169.9,219.2,86.6,33.236,2021-12-09,China_Demand,33.129,Rejected,1.0032297986658214,2021-12-06 06:00:00,Rejected_H1_ATR_P70,169467937.8970975,3389358.75794195,0.516,1748909.1190980463,177443583.2486433,177443583.2486433,0.0,0.0
5_GJ_Port_Log2,GJ,Short,2021-12-09 09:55:00,2021-12-09 23:55:00,41.0,TimeExit,9,55,90,999,0.01,2.0,0.02,49715.1,49715.1,0.0,120.5,135.8,80.5,35.957,2021-12-09,CrossJPY_16,31.189,Rejected,1.152874410849979,2021-12-06 06:00:00,Rejected_H1_ATR_P70,169467937.8970975,3389358.75794195,0.45555555555555555,1544041.2119513329,178987624.46059465,178987624.46059465,0.0,0.0
9_AJ_Core2,AJ,Short,2021-12-16 17:14:00,2021-12-16 18:44:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,49748.49999999999,49888.9,140.40000000000146,76.6,109.7,109.7,20.993,2021-12-16,CrossJPY_16,19.679,Rejected,1.0667716855531277,2021-12-13 06:00:00,Rejected_H1_ATR_P70,178987624.4605945,3579752.4892118904,-1.0,-3579752.4892118904,175407871.97138277,178987624.46059465,3579752.489211887,1.9999999999999967
26_AJ_China_Demand,AJ,Long,2022-01-11 10:00:00,2022-01-11 15:50:00,-23.4,TimeExit,10,0,45,80,0.01,1.5,0.015,50030.9,50243.29999999999,212.39999999999412,86.5,103.3,57.9,21.171,2022-01-11,China_Demand,19.679,Rejected,1.075816860612836,2022-01-10 06:00:00,Rejected_H1_ATR_P70,175407871.97138262,3508157.4394276524,-0.52,-1824241.8685023794,173583630.1028804,178987624.46059465,5403994.357714266,3.0191999999999957
11_AJ_SatB,AJ,Short,2022-01-21 18:57:00,2022-01-22 01:43:00,11.1,TimeExit,18,57,55,95,0.01,1.5,0.015,50170.60000000003,50243.29999999999,72.69999999996071,53.6,132.3,132.3,21.443,2022-01-21,CrossJPY_16,19.679,Rejected,1.089638701153514,2022-01-17 06:00:00,Rejected_H1_ATR_P70,173583630.10288024,3471672.602057605,0.2018181818181818,700646.6524152621,174284276.75529566,178987624.46059465,4703347.70529899,2.627750225454534
24_GA_D_1,GA,Long,2022-01-21 22:44:00,2022-01-22 03:08:00,26.9,TimeExit,22,44,90,200,0.0001,2.0,0.0002,50197.50000000003,50243.29999999999,45.799999999959255,110.9,160.5,160.5,33.6,2022-01-21,GA,33.129,Rejected,1.0142171511364666,2022-01-17 06:00:00,Rejected_H1_ATR_P70,173583630.10288024,3471672.602057605,0.29888888888888887,1037644.3666149952,175321921.12191066,178987624.46059465,3665703.3386839926,2.048020554343422
20_EA_1A_MonTue_Short,EA,Short,2022-01-24 10:01:00,2022-01-24 16:00:00,-19.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,50165.90000000003,50243.29999999999,77.3999999999578,78.9,31.8,31.8,28.7,2022-01-24,EA_Rev4,27.414,Rejected,1.0469103377836142,2022-01-24 06:00:00,Rejected_H1_ATR_P70,175321921.12191048,3506438.42243821,-0.384,-1346472.3542162727,173975448.76769438,178987624.46059465,5012175.69290027,2.8002917564860663
25_AU_China_Demand,AU,Long,2022-01-27 10:00:00,2022-01-27 15:50:00,-36.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50093.30000000005,50243.29999999999,149.9999999999418,55.3,85.9,85.9,16.671,2022-01-27,China_Demand,15.267,Rejected,1.0919630575751622,2022-01-24 06:00:00,Rejected_H1_ATR_P70,175321921.12191048,3506438.42243821,-0.9025000000000001,-3164560.676250485,170810888.0914439,178987624.46059465,8176736.369150758,4.568324985480167
22_GA_C_2,GA,Long,2022-01-27 16:56:00,2022-01-27 22:27:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,50062.400000000045,50243.29999999999,180.89999999994325,95.3,191.8,175.3,33.186,2022-01-27,GA,33.129,Rejected,1.0017205469528208,2022-01-24 06:00:00,Rejected_H1_ATR_P70,175321921.12191048,3506438.42243821,-1.0,-3506438.42243821,167304449.6690057,178987624.46059465,11683174.791588962,6.527364574393295
10_AJ_SatA,AJ,Short,2022-01-28 10:58:00,2022-01-28 13:51:00,12.8,TimeExit,10,58,50,25,0.01,1.5,0.015,50075.20000000005,50243.29999999999,168.09999999994034,117.5,84.4,79.9,20.1,2022-01-28,CrossJPY_16,19.679,Rejected,1.021393363483917,2022-01-24 06:00:00,Rejected_H1_ATR_P70,175321921.12191048,3506438.42243821,0.256,897648.2361441817,168202097.90514988,178987624.46059465,10785526.555444777,6.025850439631531
25_AU_China_Demand,AU,Long,2022-01-28 10:00:00,2022-01-28 15:50:00,-1.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50059.400000000045,50243.29999999999,183.89999999994325,120.8,75.6,60.3,15.507,2022-01-28,China_Demand,15.267,Rejected,1.015720180782079,2022-01-24 06:00:00,Rejected_H1_ATR_P70,175321921.12191048,3506438.42243821,-0.025,-87660.96056095525,168114436.94458893,178987624.46059465,10873187.516005725,6.0748264293543555
25_AU_China_Demand,AU,Long,2022-01-31 10:00:00,2022-01-31 15:44:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,50109.70000000004,50243.29999999999,133.5999999999476,33.1,13.8,13.8,16.3,2022-01-31,China_Demand,15.267,Rejected,1.0676622781161984,2022-01-31 06:00:00,Rejected_H1_ATR_P70,168114436.94458875,3362288.7388917753,1.0,3362288.7388917753,171476725.6834807,178987624.46059465,7510898.777113944,4.196322957941441
8_AJ_Core1,AJ,Long,2022-01-31 08:01:00,2022-01-31 22:46:00,77.2,TimeExit,8,1,70,110,0.01,1.5,0.015,50186.90000000004,50243.29999999999,56.39999999995052,34.5,18.6,18.6,20.029,2022-01-31,CrossJPY_16,19.679,Rejected,1.0177854565780782,2022-01-31 06:00:00,Rejected_H1_ATR_P70,168114436.94458875,3362288.7388917753,1.102857142857143,3708124.1520349295,175184849.83551565,178987624.46059465,3802774.625079006,2.1246019866117685
20_EA_1A_MonTue_Short,EA,Short,2022-02-07 10:01:00,2022-02-07 16:00:00,56.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,50218.60000000004,50291.70000000004,73.09999999999854,74.0,34.5,34.5,32.1,2022-02-07,EA_Rev4,27.414,Rejected,1.1709345589844604,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,1.126,3945162.818295808,179130012.65381145,179130012.65381145,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2022-02-07 09:59:00,2022-02-08 05:26:00,136.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,50351.400000000045,50351.400000000045,0.0,74.0,34.5,34.5,33.843,2022-02-07,EA_Rev4,27.414,Rejected,1.2345152112059532,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,1.52,5325619.43499967,184455632.08881113,184455632.08881113,0.0,0.0
10_AJ_SatA,AJ,Short,2022-02-11 10:58:00,2022-02-11 13:48:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,50549.30000000005,50549.30000000005,0.0,84.6,125.8,120.7,26.429,2022-02-11,CrossJPY_16,19.679,Rejected,1.343005234005793,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,0.5,1751848.4983551546,186207480.58716628,186207480.58716628,0.0,0.0
25_AU_China_Demand,AU,Long,2022-02-11 10:00:00,2022-02-11 15:50:00,-32.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50517.10000000006,50549.30000000005,32.19999999999709,56.8,115.9,115.9,27.479,2022-02-11,China_Demand,15.267,Rejected,1.7998951987947862,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,-0.805,-2820476.082351799,183387004.50481448,186207480.58716628,2820476.082351804,1.5146953674782686
27_EA_China_Demand,EA,Short,2022-02-11 10:00:00,2022-02-11 15:50:00,-37.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50479.700000000055,50549.30000000005,69.59999999999854,95.8,147.9,147.9,40.186,2022-02-11,China_Demand,27.414,Rejected,1.4658933391697673,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,-0.6233333333333333,-2183971.127949426,181203033.37686506,186207480.58716628,5004447.21030122,2.6875650723165068
28_GA_China_Demand,GA,Short,2022-02-11 10:00:00,2022-02-11 16:10:00,-43.6,TimeExit,10,0,75,70,0.0001,2.0,0.0002,50436.10000000006,50549.30000000005,113.19999999999708,97.6,171.2,171.2,46.514,2022-02-11,China_Demand,33.129,Rejected,1.404026683570286,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,-0.5813333333333334,-2036815.8540875933,179166217.52277747,186207480.58716628,7041263.064388812,3.7814071927645783
11_AJ_SatB,AJ,Short,2022-02-11 18:57:00,2022-02-12 01:43:00,-42.4,TimeExit,18,57,55,95,0.01,1.5,0.015,50422.40000000005,50549.30000000005,126.90000000000146,84.6,146.9,146.9,20.064,2022-02-11,CrossJPY_16,19.679,Rejected,1.019564002235886,2022-02-07 06:00:00,Rejected_H1_ATR_P70,175184849.83551547,3503696.9967103093,-0.7709090909090909,-2701031.8665548563,176465185.6562226,186207480.58716628,9742294.930943668,5.231956793692381
27_EA_China_Demand,EA,Short,2022-02-14 10:00:00,2022-02-14 15:50:00,-6.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50404.00000000005,50549.30000000005,145.3000000000029,52.2,40.9,40.9,30.55,2022-02-14,China_Demand,27.414,Rejected,1.1143941052017217,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.115,-405869.9270093116,176059315.7292133,186207480.58716628,10148164.857952982,5.44992329306689
25_AU_China_Demand,AU,Long,2022-02-14 10:00:00,2022-02-14 15:50:00,-16.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50387.50000000005,50549.30000000005,161.8000000000029,63.4,24.2,24.2,19.8,2022-02-14,China_Demand,15.267,Rejected,1.296914914521517,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.4125,-1455837.781663835,174603477.94754946,186207480.58716628,11604002.639616817,6.231759649518927
20_EA_1A_MonTue_Short,EA,Short,2022-02-14 10:01:00,2022-02-14 16:00:00,-4.6,TimeExit,10,1,50,125,0.0001,1.5,0.00015,50382.90000000005,50549.30000000005,166.40000000000146,52.2,40.9,40.9,30.55,2022-02-14,EA_Rev4,27.414,Rejected,1.1143941052017217,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.092,-324695.9416074493,174278782.00594202,186207480.58716628,11928698.581224263,6.406132849018531
28_GA_China_Demand,GA,Short,2022-02-14 10:00:00,2022-02-14 16:10:00,-8.0,TimeExit,10,0,75,70,0.0001,2.0,0.0002,50374.90000000005,50549.30000000005,174.40000000000146,102.6,44.7,44.7,36.679,2022-02-14,China_Demand,33.129,Rejected,1.1071568716230493,2022-02-14 06:00:00,Rejected_H1_ATR_P70,176465185.65622243,3529303.713124449,-0.10666666666666667,-376459.0627332746,173902322.94320875,186207480.58716628,12305157.643957525,6.608304674525314
