Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,Q4,83.0,34.958000000000006,0.42118072289156633,3.789053773735439,63.85542168674698,0.8960754716981132,-0.41780000000000006,False
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,Q5,102.0,43.275,0.42426470588235293,2.8286499049228815,57.84313725490197,1.1345762711864404,-0.5503488372093023,False
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,Q1,62.0,3.7378947379999996,0.060288624806451606,1.8831136535826525,66.12903225806451,0.19440308090243902,-0.2015538847142857,False
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,Q2,32.0,2.489473683,0.07779605259375,2.3407029473838867,56.25,0.24146198822222228,-0.13263157892857144,False
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,Q3,43.0,2.965263156,0.06895960827906976,1.9687070143784444,55.81395348837209,0.25109649116666666,-0.16110803326315792,False
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,Q4,27.0,1.2505263139999998,0.0463157894074074,1.692307690732025,55.55555555555556,0.2037894736666667,-0.15052631591666663,False
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,Q5,43.0,6.255789472,0.14548347609302326,3.1626637540892775,69.76744186046511,0.3049473684,-0.22251012153846159,False
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,Q1,22.0,7.937777781000001,0.36080808095454553,2.883966245639554,68.18181818181817,0.8100740742666667,-0.6019047618571429,False
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,Q2,12.0,6.435555557,0.5362962964166667,6.2086330928206355,75.0,0.8523456792222223,-0.411851852,True
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,Q3,10.0,0.860000001,0.0860000001,1.2526109663841527,60.0,0.7107407408333333,-0.851111111,True
